Id,EssaySet,Score1,Score2,EssayText
5330,3,2,2,Pandas and koalas are similar to pandather because the are exclusive to their habitats. pandas only live in China because of the bamboo and koalas line in Australia because they only eat the eucalyptus leaves. Both are different from pythons because pythons can adapted to different enviornments and food. An example would be how the pythons were introduced to Florida.
5332,3,1,1,"Pandas and koalas are the same because they're both specialists. Each of them eats almost nothing but bamboo or eucalyptus leaves, which is also what makes them specialists, as stated in paragraph 21."
5333,3,1,1,"Koalas and pandas are similar because they both only eat one type of food which is native to were they live, but pythons can adapt to different food sources making it easier for them to find food and survive."
5334,3,1,1,Pandas in China are similar to koala's in Australia because they both eat one specific food that their habitat has. On the story it said pandas eat bamboo while koala's eat eucalyptus leaves. They are both different from pythons because pythons can't eat only one thing and they are generalists.
5337,3,2,2,Pandas in China are similar to Koala in Australia because they both only eat food type of food in their natural habitat. They are both different from pythons because pythons just need to have  the right climate to survive  and they will adapt to the different food. For example Pandas only eat bamboo but a python will eat anything.
5340,3,1,2,"Pandas in China are similar to koalas in Australia because they both need specific foods and substances to survive. I know this because the author says ''a specialist is China's panda wich eats almost nothing but bamboo, or Australia's koala bear, wich eats eucalyptus leaves almost exclusively.'' Unlike a panda and koala pythons have more options for food ''you could conceivably have pythons snalking their way up the Potomac obviasly  they differ a lot from pandas and koala"
5341,3,2,2,"Pandas in China and koalas bears in Australia are similar in that they are both specialist species. This means they are restricted to limited environments and only eat one type of food. As a result, these animals are less capable of adapting. A python however, is much more flexible. It is a generalist species better suited for survival. It is different also because it can live in different climates and eats different things."
5344,3,1,1,"Unlike pandas who eat mostly bamboo and koalas who eat only eucalyptus leaves, pythons eat just about anything and everything. So if pythons become more common there will be more endangered species because of the reptile."
5345,3,1,1,"Pandas in China are similar to koala bears in Australia both are a native species and also both eat something in specific such as a panda eating bamboo or koala bear eating eucalyptus leaves. But, they are different because of the pythons spread across the remain in their country."
5346,3,1,1,"Pandas in China are very similar to koalas. Both are very different from pythons. "" With the assistance of technology can live anywhere"". Koalas can only live with eucalyptus plants, pandas can only live with bamboo. However, pythons can thrive on small vermin and can easily get by in the warmer climates in the Everglades."
5347,3,1,1,"Pandas in China and Koalas in Australia are both different from pythons because they are both specialists. Specialists can only adapt to an area if the climate is right and they only survive off mainly bamboo or eucalyptus leaves. According the article a generalist, such as a python, can live anywhere and have become a abundant and do best in and around humans."
5348,3,1,2,"China's Panda and Australia's koala bear are both specialists. They are both similar because they eat plants and are harmless. The python however is a generalist. It eats rodents and is capable of killing or harming humans. A ""python even swallowed an alligator"", while pandas eat ""bamboo"" and koalas eat eucalyptus leaves."
5349,3,1,1,"Pandas in China and koalas are similar because they eat only one plant. The article states that pandas eat ""almost nothing but bamboo"" and koalas eat ""eucalyptus leaves almost exclusively."" They are different from pythons because pythons are dangerous and eat animals. one python ""swallowed an aligator."" Pythons are carnivores while pandas and koalas are herbivores."
5350,3,1,1,Pythons can adapt to many diverse climates. But pandas and koalas can only live in china and australia due to the plants they eat.
5351,3,2,1,"According to the article, Panda's and koala's have a very simple diet. In paragraph 21, the author explains that pandas eat almost nothing but bamboo and koala bears only eat eucalyptus leaves. They are different from the python because pythons eat an assessment of different animals. Paragraph 14 said it ate an alligator."
5352,3,2,2,"The similarity between pandas in China and koalas in Australia is that they are a specialists, they for example only eat a certain type of food. While generalists adapt and can eat multiple types of food. Both of these animals are different to pythons is because they can not live without bamboo or eucalyptus leaves, while pythons can eat anything."
5353,3,0,0,Pandas in china are similar to koalas in Australia because the both stick to one source to eat pandas which eats bamboo and koalas which eats eucalyptus leaves.They are different from pythons because as MacInnes the reptile pet rate doubled in a decade. But pandas and koalas are wildlife animals and can't be turned into pets.
5354,3,1,1,"Pandas in China are similar to koalas in Australia because they're both specialists. Pythons are generalists, pandas and koalas eat only one thing. Meanwhile pythons have a variety of things to eat from."
5355,3,1,1,"China's panda bears and Australian koala bears are similar because they are not really a part of the food chain. Pandas just eat bamboo while koalas eat eucalyptus leaves. They are different from pythons, because pythons will eat whatever they can find weather its a rat, a bird, or even a crocidile. Pythons are able to alter an ecosystem."
5356,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialist. The article states ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"" which shows they won't last long because once their food is gone they will have nothing left to eat but a python is a generalist and can adapt and last longer."
5357,3,0,0,They are different because they live in different enviornments. pythons are reptiles but a panda and koala are not and they wouldn't eat other reptiles.
5358,3,2,2,Pandas and Koalas are both specialists. Their food source is only found in their home place so adapting to other places would be extremely hard. Pythons on the other hand can adapt to anywhere because they can eat a lot of different things they have been adapting to the U.S.
5359,3,2,1,"Pandas in China eat only bamboo and koalas feed exclusively on eucalyptus trees in Australia. Both are specialists because they can only survive on one type of food. Pythons are generalists in contrast, because they can adapt to different food sources depending on their environment. The panda and koala are specialists while the pythons are generalists."
5360,3,1,1,"Panda bears from china and Australia's koala bears are similar because they both eat only things that are found in their area. Panda bears eats only bamboo and the koala bear only eats eucalyptus leaves. They are different from pythons because of their eating habbits. Pythons will eat anything such as an alligator, while the panda and koala bears will not anything else."
5361,3,0,1,They are alike because koala and panda eat plants. The python's eat meat and are generalists not specialists.
5362,3,0,0,This similarity between the pandas and koalas is very simple they're both peacefull also they can both climb trees. On the other hand a python is different if it fierce and dangerous if let out it can cause harm to people and animals.
5364,3,1,1,"Pandas in china are similar to koalas in Australia because they both almost always eat the same thing. In the article it says Chinas panda which eats almost nothing, but bamboo & Australia's koala eats eucalyptus leaves almost exclusively. They differ from pythons because"
5365,3,1,1,"Pandas and koalas are similar because they both live in specific areas. Pandas need what is provided in China and koalas need what is in Australia. Pythons differ, however because they can adapt anywhere with similar climats, for example Asia and the US."
5367,3,0,1,"Pandas in china are similar to koalas in Australia because they are both specialists, but they are both not similar to pythons because pythons are generalists. According to the author, ""A generalist is a python, a specialist is china's panda or Australia's koala bears "". In other words, pandas and koalas are both specialists, but pythons are generalists."
5368,3,1,1,"Pandas and koalas are similar because they are both specialist animals meaning they can only live in the habitat they already reside in, China and Australia. They are different then pythons because pythons can live almost anywhere."
5369,3,1,1,Pandas and koalas are similar because the both eat mainly on thing which is stated in paragraph 21 pandas eat bamboo and koalas eat eucalyptus leaves. They both are different from pythons because pythons eat anything and is also cold-blooded.
5370,3,1,1,They way pandas in China to koalas in Australia is that they both herbavors that eat plants and not meat. They the way they both are different than pythons is that pythons can and have easily adapted somewhere else and have turned into carnivors.
5372,3,1,1,"Pandas and koalas are similar because they eat only a specific plant and their not meat eaters. Their different from  pythons because pythons eat meat not leaves I know this because to the story it said ""panda bear eat bamboo and Koalas eat eucalyptus leaves."
5373,3,1,1,Pandas in China are similar to koalas in Australia because they are both specialists species. They are also similar because they only eat one kind of specific food.
5374,3,1,1,"Koalas and pandas are both specialists and they eat nothing but one thing and they wouldn't be able to adapt anywhere else. Unlike koalas and pandas, the python can adapt to almost anywhere like a human, ""a human breing who with the assistance of technology can live anywhere from Florida to antarctica to outerspace."" A snake is a generalist just like a human."
5375,3,2,2,Both pandas and koalas are extreme specialists. The panda can only eat bamboo and the koala can only eat eucalyptus leaves. This means that they can not live in a lot of places. This is different from a python. A python is a generalist. There fore it can survive in a variety of places. It has several food sources such as the key largo wild rat or even alligators. Pythons can live in many places but koala and panda have special needs.
5376,3,1,0,Pandas are similar from koalas in Australia because na China specialist. States that China's pandas eat bamboo and Australia's koalas eat eucalyptus leaves. Both eat a plant/leaf. They are both different from a python because a python can live where ever and pandas and koalas can't without assistance.
5378,3,1,0,"Pandas in China are similar to koalas in Australia by not eating meat including humans. According to the author, ""...China's panda, which eats almost nothing but bamboo..koala bear, which eats eucalyptus leaves"" In other words, they're different from pythons because they only eat thing from the earth."
5379,3,1,1,"Pandas in China and koalas in Australia are similar because thy almost only eat one food. They differ from pythons because pythons eat meat, like alligators, and pandas and koalas eat leaves/ trees."
5380,3,0,1,Panda in China are similar to Koalas because they both are specialist. This means according to the article there the most abundant and often do best around humans. They also have one main food source bamboo (panda) & eucalyptus leaves (Koala) they're both different from pythons because pythons are less supported making them a generalist.
5381,3,1,1,The way that pandas and koalas are alike is that they typically tend to eat one type of food.P-andas like to and always eats bamboo for there.1 thing to eat koalas always eats eucalyptus leaves for there food.The any pandas and koalas are different from pythons are that pandas and koalas are vegaterians  while pythons are carnivorous and only eat meat.
5382,3,2,2,Both pandas and koalas eat only one thing. Pandas only eat bamboo and koalas only eat eucalyptus leaves. Pythons would probably eat any animal that it sees. An example from the article is ''in the Everglades in 2005 a python swallowed an alligator''
5383,3,1,1,"The article states that both pandas in china and koalas in Africa are similar. They are both specialists. However, the article also states that pythons are generalist and can pretty much live anywhere in the world. Pandas and koalas need specific food and a specific climate in order to survive."
5384,3,1,1,"Pandas in China are similar to koalas in Australia because they need to stay in one area to survive. In paragraph 21, it says ""A specialist is China's panda, which eats almost nothing but bamboo.."" (pg 5). A python, however, can travel to most places, not needing one specific environment."
5385,3,2,1,"Pandas in China are similar to koalas in Australia because they are both specialists, but both are different from pythons because they are generalists. Pandas and Koalas rely exclusively on only one food source to survive. Pandas eat bamboo and Koalas eat eucalyptus. Pythons can survive in region that have climate conditions similar than those of their homeland."
5386,3,1,1,"Pandas in China are different are similar to koalas but different than pythons because they are considered specialists. The article states that a python is a generalist and is similar to a raccon, cock roach or white talled deer. Generalists are things that can live anywhere."
5388,3,1,1,Pandas and koalas in Australia are similar is that they are both stable. In paragraph 24 it says ''what favors specialist is stability.'' This show show they are both stable. They are different from pythons because pythons are not stable & don't just eat bamboo or eucalyptus. This is how they are alike and different.
5390,3,0,0,"Even though pandas live in China and eat almost nothing but bamboo and koalas live in Australia and eat almost nothing but eucalyptus leaves, they both have a major similarity. They are both specialists. A python is also a specialist giving these 3 animals something in common."
5391,3,2,2,"Pandas in China are similar to koalas in Australia because they both are considered a specialist species, meaning they are only found in one area and eat rarely anything else but one thing. They are different from the python because it is a generalist species, one that can be found in a variety of places and eats many different things."
5392,3,1,1,China's panda's eat bamboo and koalas in Australia eat eucalyptus leaves which are both plants. These specialists species are different from pythons which are generalists because they cannot survive anywhere in the world. These specialist need their warm climates while generalists can adapt.
5394,3,0,0,"The panda eats only bamboo, the koala eat eucalyptus, but the python however doesn't eat anything America needs. In fact the comparison is nothing alike. The panda and koalas eat resources people need. The python doesn't eat anything that is needed."
5395,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialist, they live in one certain place and eat one certain thing. On the other hand pandas are diffrent from pythons because pythons are a generalist species and can live almost half the US and eat almost anything."
5396,3,1,1,"Pandas in China are similar to koalas in Australia because they both eat specific foods. In paragraph 21 it states "" A specialist is China's panda which eat nothing but bamboo, or Australia's  koala bear which exclusively eats eucalyptus..."" while pythons do not have a specific diet, and therefore are not restricted to one area of the works."
5397,3,1,1,"As the article states, a python is considered to be a generalist having the power to live with technological assistance where as a panda, or Australia's koala are contrasted in the specialist category. They feed off of local plants and revolve a round them, making it difficult/ impossible to be abundant elsewhere like the python."
5398,3,0,0,Koalas always eat eucalyptus leaves and a panda always eat bamboo. They both are different from pythons because pythons are carnivores and pandas & koalas aren't.
5400,3,1,1,"Panda's and Koala's are alike eachother and different than python's by one major thing. It said in the article ""A specialist is China's panda which almost eats nothing but bamboo or Australia's Koala bear which eats eucalyptus leaves almost exclusively."" This one thing is their diets."
5402,3,1,1,"Pandas in china are similar to koalas in Australia because they both eat nothing, but plants not other animals. Meanwhile,  there are pythons exploding because they try to eat alligators. These harbivors; pandas and koalas, are different from pythons because pythons eat animals and the panda and koala don't."
5403,3,1,1,"Panda's in China are similar to koalas in Australia because they are both specialists, they rely on one specific thing to live which is their food. They need stability to live. pythons are different fro pandas and koala's because they are generalists, they rely on change to survive."
5405,3,1,2,Pandas and koalas are similar because they both only eat one type of plant. Bamboo for pandas and eucalyptus leaves for koalas. They are both different from pythons because pythons have a variety of food where ever they go while pandas and koalas can only only live in certain areas that grow these plants.
5406,3,2,1,Pandas and koalas are both two specialists species. The panda constantly eats bamboo mainly found in China and koala's foods mainly consist of eucalyptus leaves. Therefore these two animals can only survive in these regions that fufill they're eating habbits. These two animals are different from pythons because based on the article pythons are capable of adjusting to their environments like they did after Huricane Andrew destroyed their homes.
5407,3,0,0,The pandas in China are similar to koalas in Australia because their both mamals. They both are diffirent from pythons because China's panda eats nothing but bamboo and the Australia's koala bear eats nothing but eucalyptus leaves almost exclusively.
5408,3,1,1,"The pandas in china and koalas in Australia are similer in the wcer that they both eat basically one thing for food. Unlike pythons that eat a variety of animals,rather than a specific plant."
5409,3,1,1,"Pandas in China care very similar to koalas in Australia, they're both a species of specialist. The article says that the pandas and koalas both eat exclusively, they pretty much live off one thing, what the different from pythons because pythons can live off a wide variety of things, like alligators to rats."
5410,3,2,2,A panda in China is similar to a koala in Australia because they are both specialists. A panda eats nothing but bamboo and an Australian koala only eats eucalyptus leaves. Neither of them could survive where their food isn't supplied. They both differ from pythons because a phython is a generalist who can live in at least one-third of the United States. A python doesn't just have to live in one location.
5411,3,1,1,"The relationship is that the panda & koala eat differently when the pythons. ""Panda eats bamboo, koala bear eats eucalyptus."" Also change favors the generalist, the python, & stability favors the specialist, panda & koala."
5412,3,0,0,Pandas in China are similar to koalas in Australia by being one of the few animals less favored on earth. How according the experiment that was tested pythons are one of the few animals most favored on earth.
5413,3,0,1,Pandas and Koalas are similar because they both eat plants wich makes them different to pythons. Pythons eat other animals and live in hot weather.
5414,3,1,1,"China's panda eats bamboo and almost nothing else. Australia's koala exclusively eats eucalyptus leaves. They are both different from the python because they are are carnivores and the koala and panda are herbivores. Also, people keep pythons as pets but pandas and koalas are not. In the text it says pythons are generalists, and koalas and pandas are specialists."
5415,3,1,1,Pandas in China are similar to koala bears because pandas eat nothing but bamboo and koalas eat eucalyptus leaves so the author states in paragraph 21. Pandas and koala bear are different from pythons because they don't eat anything unlike pythons on the other hand they eat alligators (13-15). Also the python likes warm areas so adapting to China they would die.
5417,3,1,1,"Pandas and koalas are similar because they only stay in one places and they eat plants. Also they are specialists, while pythons are generalists. So the pythons eat meat and moves around different areas of the world."
5418,3,0,1,"China's panda is similar to Australia's koala because they both eat specific food ( bamboo, eucalyptus leaves) The panda and the koala are different from the python because the python can eat meat for example when the python swallowed an alligator in 2005."
5419,3,2,2,Pandas in China and koalas in Australia are similar in that they are specialist species. As it says in the article pandas eat almost exclusively bamboo and live only in china and koalas eat almost exclusively eucalyptus leaves and live only in Australia. These are both different from pythons generalist species because pythons eat from different foods and can live in many different places or climate with a certain range of conditions.
5420,3,0,0,"In the article, the author says that koalas and pandas are both specialists. They are different from pythons, because the story says that pythons are generalists."
5422,3,0,1,"Both China pandas and Australia's koalas are similar because they harmful and require less work "" A specialist is China's panda which eats almost nothing but bamboo, Which eats eats eucalyptus leaves almost exclusively."" This shows they require little effort to have while pythons are dangerous and cost all this money like memory chip and a permit."
5423,3,2,2,"Pandas from China and koala from Australia are very similar in the sense that they are both ""specialist"". These animals earns ""stability"" in life, they live of basics that surround them. However they are very different from pythons because pythons are ""Generalists"", they favor change. Pythons can live where ever the climate is right and quickly adapt to it. If you took a panda or koala out of it natural habitat they would most likely die. On the other hand a python would prosper and build off life from there."
5424,3,0,0,"Both panda's from China and koalas in Australia eat constantly. And there different from pythons because they do not eat as much species as a python does. There also different because in paragraph 20 it says that pythons are generalist. And pandas from China, or koalas from Australia aren't."
5425,3,1,1,"According to the article pandas in china eats nothing but bamboo and a koala in Australia eats nothing but eucalyptus leaves. They are similar because they both only eat one thing and they are specialists. They are different from pythons because the article states that along with rafcons, cockroachs and a white tailed deer is a generalist."
5426,3,1,1,Pandas in China are similar to koalas in Australia are specialists meaning that they need to stay in their environment because they will not be able to find their land anywhere else. They both differ from pythons because they can adapt in any new place with technological assistance. They will be able to live anywhere in the world.
5427,3,2,1,Pandas are similar to koalal because specialist. They mainly eat one food that keeps them alive. In if they were moved then they would most likely die. They are both different than a python because a python is a generalist. It can live in many different regions. In paragraph 15 it says that they have ability to inhabant 1/2 in the U.S.
5429,3,2,2,"Pandas in China are panda's in Australia are similar because they are both specialists. Pythons are different because they are generalists unlike the specialists and things that and abundant to their locations. The bamboo and eucalyptus, generalists can eat anything mostly. This means specialists have to stay in their natural habitat, while generalists can move around and live anywhere."
5430,3,2,2,"Pandas and koalas are both similar because they can only survive in certain areas. As the author says, ""China's panda which eats mostly but bamboo. Koala which eats eucalyptus,"" Both species are diffrent from the python, though because they can't easily adapt. The python can adapt and eat almost anything while the panda and koala can only eat one type of food."
5431,3,1,1,"Panda in China are similar to koalas in Australia because the pandas only eat one bamboo and the koalas eat eucalyptus leaves, but the pythons are very different because they eat anything, the pythons have eaten a wood rat and tried to eat an alligator but the python exploded. I know this because it was said in the article in paragraph 21 about the China pandas and the Australian kola bears and paragraph 11 and 14 about the pythons. This means that the pandas and kola bears are not harmful but the pythons is harmful."
5432,3,2,2,Pandas in China are similar to koalas in Australia because they're both speciaslists. The two species only feed on particular foods found in their region and would not be able to adapt to different places. Both panadas and koalas are different from pythons because pythons are generalists and therefore able to survive in many different places and climates.
5433,3,2,2,"As stated in the article "" A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"" the python on the other hand is generalist it eats anything and lives almost anywhere koala's and pandas do not."
5434,3,1,1,"Pandas in China and koalas in Australia are similar because they are specialists that live off a certain food or habitat. Pandas and koalas are different from pythons because they are generalists and can live almost any where. ""A generalist is a raccoon, a python""."
5436,3,1,1,"Panda from China are similar to Koalas from Australia because they are both example of specialist species. They live where they do because that is where they can survive. They are different from pythons because pythons are generalists, which means they can live many places. Another example of generalists is humans "" who... can live anywhere from Florida... to outer space."
5437,3,0,1,Pandas in China are similar to koalas in Australia because panda in china eats almost nothing but bamboo and Australia koala bear eat eucalyptus leaves. There different because they eat plants and pythons eat animals.
5438,3,1,0,"Pandas are similar to Koalas because they're both bears, they don't each much, they don't do nothing, etc. They're both different from pythons because pythons are dangerous they would eat anything, also they are faster than pandas and koalas."
5439,3,1,1,In the article it says that panda bears mostly eat bamboo and Koala's mainly eat eucalyptus leaves. They are similar because they only eat o certain amount of food while snakes any pythons eat a lot of different things. The article even said that a python tried to eat an alligator.
5440,3,2,1,"Pandas in China are similar to Koalas in Australia, because their both specialist and they both stick to one main food. Pandas rely on bamboo and Koalas rely on eucalyptus leaves. They are diff from pythons because pythons are all over the world while pandas and koalas are in one place, also because a python is a snake and a generalists, while pandas and koalas are not."
5441,3,0,0,Pandas in China are similar to koalas in Australia because they are specialist for their countries. They are both different from pythons because pythons are invasive species.
5442,3,0,1,Pandas in China are similar to koalas in Australia are both similar because they don't eat anything but plants such as bamboo or eucalyptus leaves.
5443,3,2,1,"Pandas in China are similar to koalas in Australia because they both only eat spefic foods. As the article said pandas eat almost nothing but bamboo and koala bears eat almost nothing but eucalyptus leaves. They are different from pythons because unlike pythons,mostly are restricted to live in one area, but to their diet."
5444,3,0,0,"China's panda is different from Australia's Koala because panda's eats almost nothing but bamboo and Koala 's eats eucalyptus leaves almost exclusively. They are both different from a python because pythons are a tooth carrnivor's that are found in the canal's of cape coral, who can reach seven feet in length."
5447,3,1,1,"The China panda and the koala are similar because they are both called specialists for eating only one thing. In the article, it says that the China panda is a specialists and it eats almost nothing but bamboo, and it also says that the koala eats eucalyptus leaves almost exclusively. They both have that in common."
5451,3,2,1,"Pandas and koalas are similar because they're both specialist species, they only eat a certain type of food in a specific area, but pythons are generalist species and can adapt themselves to eat anything."
5452,3,0,0,China's panda and Australia's koala bear are both specialist. They are both different from pythons because pythons are generalist. It's also a invasive species.
5454,3,0,0,Pandas in China are similar type koalas in Australia because they both survive off of one main plant. They are both different from pythons because a python would eat a panda or koala bear where the bears wouldn't harm any other animals.
5455,3,1,1,Pandas from China and koalas are similar because they stay mostly in the same place and eat the same thing. They are different from pythons because pythons move around all over the world and will eat basically anything.
5456,3,1,2,Pandas in China and koalas in Australia are not like pythons at all. Pandas only eat bamboo and koalas only eat eucalyptus leaves. In the Everglades in 2005 a python swallowed an alligator and exploded. This shows that pythons will try to eat anything if their habitat is changed.
5457,3,0,0,Pandas are different from Australia's like China's panda eats almost nothing but bamboo and koala in Australia eats eucalyptus leaves almost exclusively.
5459,3,2,2,"Pandas in china and koalas in Australia are similar because they are both specialist. They both only eat one food which is mainly found in their homelands so it would be hard for them food just anywhere else but pythons, the articles says, they are a different story. As long as the climate is right, they can adjust and find food."
5462,3,1,1,"Pandas in China are similar to koalas in Australia because they're both specialist animals meaning they eat almost one thing. For example, pandas eat bamboo and koalas only eat eucalyptus leaves. They are different from pythons because pythons are generalist species and can survive well almost anywhere."
5463,3,1,1,"Pandas in China are similar to koalas in Australia because their diets is plants, while pythons diet is meat. In paragraph 21, it says ""China's panda which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalptus leaves..."""
5464,3,1,1,Pandas and koalas are similar because they have one food in their entire diet and they're different from pythons because python can find food be it anything from a house cat to a dear.
5465,3,0,0,Chinas panda eats nothing but bamboo and as for koalas eat eucalyptusleaves
5466,3,0,1,The panda and koala are both specialist and they only eat one thing. They are both different from the Python because A Python could eat anything from a mouse to deer and they move alotmore.
5467,3,1,1,"Pandas and koalas are similar because they mostly eat one thing. Both animals eat plants. In the article it says that pandas eat almost nothing but bamboo. Bamboo is a plant grown in Japan. Koalas, the article states eats eucalyptus almost exclusively. Another plant, but grown from trees."
5468,3,1,1,"China's panda and Australia's Koala are similar in that they are considered specialists species because of their exclusive diets, but also because they are not thought of as house pets. Both differ from the Pythons, Who snacks on rodents, birds, and the occasional alligator. Also, in the article the author says pythons were often kept as house pets."
5470,3,1,1,"A Panda from China almost eats nothing but bamboo, while the Koala bear from Australia eats eucalyptus leaves all the time. These two animals differ from python though as they have a certain food supply, while the python eats anything when it is hungry. I believe they want to show how animals differ with their food source availability."
5471,3,1,1,"Pandas and koalas are both extremely picky eaters. The article says pandas, eat only bamboo and koalas, only eucalyptus leaves. Pythons are different, because they can eat almost anything their jaw can fit, and that is many things."
5473,3,1,1,Chinese Panda's and Koalas are similar because they both have exclusive diets like Panda's is bamboo and Koalas is eucalyptus leaves. They are different from pythons because pythons diet aren't exclusive they will eat a wood rat & alligator as said in the story.
5474,3,1,1,Pandas in China and koalas in Australia are similar because they both eat only a specific resource to survive off of. They are different from pythons because the pythons will eat anything anywhere the climate is suitable.
5475,3,1,1,"Pandas eat only bamboo and koalas eat only eucalyptus leaves which makes them specialist species. They can only live in one area. Pythons are specialists, so they can live in a large range of places."
5476,3,2,1,They are similar because they are specialist that eat only one thing each panda eats bamboo and koala who eats eucalyptus leaves. Therefore they can only live in that one area that have these plants. Unlike snakes who are generalists that can live almost anywhere in the world since they do not require such specific conditions.
5477,3,1,1,"Pandas are similar to Koalas because they are both specialists. What this means is that they both need to live off certain foods, or ""Panda eats almost nothing but bamboo, or (a) Koala eats eucalyptus leaves almost exclusively,"" they couldn't live anywhere else because they live off these foods."
5480,3,1,1,"A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eat eucalyptus leaves almost exclusively. ^p Pandas in China are similar to koalas in Australia by the way they both can eat only one thing. Panda eat bamboo while koalas eats eucalyptus this makes them diffrent from the pythons because pythons need a warm climate and smaller animals to live. ^p Pandas in China are similar to Koalas in Australia because they both don't eat other animals, they're like veggeterians. In the article, it says,  China's panda, which eats almost nothing but bamboo, or Australia's Koala bear, which eats eucalyptus leaves almost exclusively."" They both eat things that are grown from nature."
5482,3,1,1,"Pandas in China are similar to koalas in Australia because they  both eat leaves and plants. They are not carnivors like pythons. According to the article it states "" A specialist is China's panda which eats almost nothing but bamboo, or Australia's koala bear which eats eucalyptus leaves most exclusively. The quote already states pandas and koalas do not like meat."
5483,3,1,1,"China and Australia have two different cultures, but China's Panda and Australia's koala bear are both specialist. They both eat one or two foods while a python is a generalist meaning it'll eat mostly anything."
5484,3,2,2,"Pandas in China and Koalas in Australia are similar because they are both specialists species. Both only have one exclusively food source, panda ""eat almost nothing but bamboo,"" and the Koala ""eats eucalyptus leaves almost exclusively."" However pythons are generalists because they adapt and eat almost anything and can live almost anywhere."
5485,3,1,1,"Pandas in China are like koalas in Australia. They are both specialist animals, as the article states, and unlike the pythons they will only eat one type of food."
5486,3,1,0,"Pandas are similar to koalas because the both dont eat meat just leaves and trees. In the story it states ""A specialist is china's panda, which eats almost nothing but bamboo,.."" They are different from pythons because pythons eat meat and they dont eat plants and leaves."
5487,3,1,2,Pandas and koalas are similar because they are specialists. Pandas only eat bamboo and koalas only eat eucalyptus leaves. But pythons will eat anything. One time a python tried to eat an alligator whole which is something a panda or koala would never do.
5488,3,1,1,Pandas and Koalas are both endangered animals they are both being protected. They both only eat one type of food. When Pythons would eat anything and they are Huge. Predators they can kill and eat things bigger than them. They also live in all different places.
5489,3,0,1,"Pandas in China are similar to koalas in Australia because they both are bears that eats plants.  In the text it states ""A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats exclusively."" Pandas & koalas are different from pythons, because pythons eat meat. ""The python ate the alogator."""
5490,3,2,2,"Pandas are similar to koalas because they are both specialists. They have a very special diet, panda-bamboo and koala eucalyptus leaves, so they couldn't be able to adapt elsewhere. They are very different to pythons which are generalists. They can adapt to many surroundings and foods. Pythons will eat many things while pandas and koalas eat only one type of things."
5493,3,2,2,Pandas in china eat bamboo almost exclusively while koalas eat only eucalyptus.They are both considered specialists who need to eat limited foods or live in a unique environment. Pythons on the other hand can live in a wide range of places like a third of the US alone.
5495,3,1,1,"China pandas are similar to Australian koalas because both species are specialists. A specialist eats only whats in the enviroment, it cannot change enviroments. These two species are different from pythons because the python is a generalist. Joel relates, ""a generalist with the assistance of technology can live anywhere""."
5496,3,1,0,"Pandas from China and koalas from Australia are similar because they aren't harmful and they only eat bamboo and eucalyptus leaves so they don't eat other animals such as the python eats animals as it said "" In 2005 in the Everglades a python swallowed an alligator and it exploded."" So that makes the python different from them."
5497,3,1,1,The panda and the koalas are the same because they only eat a certain food and live in a certain place. Like a panda only eats bamboo and live in China while the koala eats eucalyptus leaves and live in Australia.
5498,3,1,1,"Pandas in China only eat bamboo, koalas in Australia only eat eucalyptus leaves. So they need to stay in there native area, no for pythons they try to eat anything they can."
5499,3,1,1,"China's Panda eats almost nothing but bamboo, and Australia's Koala bear eats mostly eucalyptus leaves. Because of their stability, they are both classified as specialist. The article states that a python can live in changed envirements and adapt to them, unlike the Panda and Koala bear."
5500,3,2,2,"Pandas in China are like koalas in Australia because they are both considered ""specialists"" as they cannot naturally live anywhere else in the world aside from China or Australia respectively due to their specific diets of ""nothing but bamboo"" and ""eucalyptus leaves almost exclusively"". These two animals differ from pythons because pythons have proved to be ""generalists"" as they were brought in the U.S from Asia and were still able to survive on their own despite the new habitat."
5501,3,0,0,The Pandas in China are similar to Koalas in Australia because they only eat leaves and bamboo. They are different to the pythons because they don't leave that habit and ie you can't have them as pets on the other hand pythons are wild and a lot of people have them as pets.
5502,3,1,0,"A China's  panda eats nothing but bamboo, and a koala bear mostly eats eucalyptus leaves. When someone thinks of the contents and countries they think of that animal. Those animals are supposed to be in the places and the same goes to pythons. They are not supposed to be there so they shouldn't be introduced."
5503,3,1,0,"Pandas and koala bear are similar because according to the article the almost eat the same types of foods and these food are the only parts they eat. They both are different from pythons because they are more of a threat and according to the article the pythons population is still getting bigger, also pythons an pandas and kolas live in find different climate around."
5504,3,1,1,"A specialist is China's panda, which eats only bamboo and Australian koala that only eats eucalyptus leaves. While the python is a generalist, when is a human being who with the assistance of tech can live anywhere fro Florida to Antarctica."
5505,3,0,0,Pandas are similar to koalas because they both eat eucalyptus leaves almost exclusively as it states in the article. They are both different from pythons because they are not reptiles.
